metric,value,model
precision,0.875,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8571428571428571,qwen-2.5
precision,0.8,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.7777777777777778,qwen-2.5
precision,0.7142857142857143,qwen-2.5
precision,0.8,qwen-2.5
precision,0.75,qwen-2.5
precision,0.8571428571428571,qwen-2.5
precision,1.0,qwen-2.5
precision,0.75,qwen-2.5
precision,0.5714285714285714,qwen-2.5
precision,0.7272727272727273,qwen-2.5
precision,0.7142857142857143,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.75,qwen-2.5
precision,0.625,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8,qwen-2.5
precision,0.75,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.6,qwen-2.5
precision,0.9090909090909091,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8888888888888888,qwen-2.5
precision,0.8,qwen-2.5
precision,0.8888888888888888,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.8,qwen-2.5
precision,1.0,qwen-2.5
precision,0.75,qwen-2.5
precision,1.0,qwen-2.5
precision,0.625,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.8181818181818182,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8181818181818182,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.625,qwen-2.5
precision,0.875,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.875,qwen-2.5
precision,0.7142857142857143,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.875,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,1.0,qwen-2.5
precision,0.9090909090909091,qwen-2.5
precision,0.8,qwen-2.5
precision,0.7142857142857143,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8181818181818182,qwen-2.5
precision,0.8888888888888888,qwen-2.5
precision,0.8888888888888888,qwen-2.5
precision,0.8,qwen-2.5
precision,0.5,qwen-2.5
precision,0.6,qwen-2.5
precision,0.8571428571428571,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.7777777777777778,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.9166666666666666,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.9,qwen-2.5
precision,0.8888888888888888,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8,qwen-2.5
precision,0.75,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.7777777777777778,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.75,qwen-2.5
precision,0.6363636363636364,qwen-2.5
precision,0.7272727272727273,qwen-2.5
precision,0.8,qwen-2.5
precision,0.75,qwen-2.5
precision,0.9,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8571428571428571,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,1.0,qwen-2.5
precision,0.9,qwen-2.5
precision,0.75,qwen-2.5
precision,0.9090909090909091,qwen-2.5
precision,0.8,qwen-2.5
precision,0.75,qwen-2.5
precision,1.0,qwen-2.5
precision,0.7142857142857143,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.7777777777777778,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.875,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.75,qwen-2.5
precision,0.8571428571428571,qwen-2.5
precision,0.6666666666666666,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,1.0,qwen-2.5
precision,0.5,qwen-2.5
precision,0.8,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.8181818181818182,qwen-2.5
precision,0.6,qwen-2.5
precision,0.8571428571428571,qwen-2.5
precision,1.0,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.5714285714285714,qwen-2.5
precision,0.8181818181818182,qwen-2.5
precision,1.0,qwen-2.5
precision,0.75,qwen-2.5
precision,1.0,qwen-2.5
precision,0.75,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,1.0,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.6666666666666666,qwen-2.5
precision,1.0,qwen-2.5
precision,0.6666666666666666,qwen-2.5
precision,0.8,qwen-2.5
precision,0.875,qwen-2.5
precision,0.6666666666666666,qwen-2.5
precision,0.6666666666666666,qwen-2.5
precision,0.7,qwen-2.5
precision,0.8,qwen-2.5
precision,0.6666666666666666,qwen-2.5
precision,0.5,qwen-2.5
precision,0.875,qwen-2.5
precision,0.8,qwen-2.5
precision,0.8333333333333334,qwen-2.5
precision,0.6666666666666666,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
