Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
"2024-03-18,7:45 PM,13캜,13캜,100 %,VAR,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mist"
"2024-03-18,8:15 PM,13캜,13캜,100 %,VAR,2 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Patches of Fog"
"2024-03-18,8:45 PM,12캜,12캜,100 %,W,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-18,9:15 PM,12캜,12캜,100 %,N,6 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-18,9:45 PM,10캜,10캜,100 %,SSW,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-18,10:15 PM,10캜,10캜,100 %,SW,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-18,10:45 PM,10캜,10캜,100 %,E,6 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-18,11:15 PM,10캜,10캜,100 %,E,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-18,11:45 PM,11캜,11캜,100 %,SE,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-19,12:15 AM,11캜,11캜,100 %,VAR,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-19,12:45 AM,11캜,11캜,100 %,SE,7 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-19,1:15 AM,11캜,11캜,100 %,VAR,2 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-19,1:45 AM,12캜,12캜,100 %,VAR,2 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-19,2:15 AM,12캜,12캜,100 %,NE,6 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fog"
"2024-03-19,2:45 AM,12캜,12캜,100 %,VAR,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mist"
"2024-03-19,3:15 AM,10캜,10캜,100 %,VAR,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mist"
"2024-03-19,3:45 AM,11캜,11캜,100 %,VAR,2 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mist"
"2024-03-19,4:15 AM,11캜,11캜,100 %,NNE,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mist"
"2024-03-19,4:45 AM,11캜,11캜,100 %,VAR,2 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Mist"
"2024-03-19,5:15 AM,11캜,11캜,100 %,WNW,6 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Mist"
"2024-03-19,5:45 AM,11캜,11캜,100 %,NE,7 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Mist"
"2024-03-19,6:15 AM,11캜,11캜,100 %,NNE,7 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Mist"
"2024-03-19,6:45 AM,11캜,11캜,100 %,NNE,4 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Mist"
"2024-03-19,7:15 AM,11캜,11캜,100 %,NE,4 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Shallow Fog"
"2024-03-19,7:45 AM,12캜,12캜,100 %,E,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,8:15 AM,12캜,12캜,100 %,ESE,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,8:45 AM,13캜,13캜,100 %,ESE,11 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,9:15 AM,14캜,14캜,100 %,SE,13 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,9:45 AM,15캜,14캜,94 %,ESE,17 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,10:15 AM,15캜,14캜,94 %,ESE,11 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,10:45 AM,15캜,13캜,88 %,ESE,11 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,11:15 AM,15캜,12캜,82 %,SE,9 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,11:45 AM,16캜,13캜,82 %,VAR,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,12:15 PM,17캜,13캜,77 %,VAR,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,12:45 PM,17캜,13캜,77 %,VAR,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,1:15 PM,18캜,13캜,73 %,WSW,4 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,1:45 PM,19캜,12캜,64 %,SSW,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,2:15 PM,19캜,12캜,64 %,NW,13 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,2:45 PM,19캜,14캜,73 %,NW,15 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,3:15 PM,18캜,14캜,77 %,NNW,13 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-19,3:45 PM,18캜,14캜,77 %,NW,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-19,4:15 PM,18캜,12캜,68 %,NNW,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-19,4:45 PM,18캜,13캜,73 %,NW,11 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-19,5:15 PM,18캜,13캜,73 %,NW,11 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-19,5:45 PM,18캜,13캜,73 %,NNW,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-19,6:15 PM,17캜,13캜,77 %,NNW,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-19,6:45 PM,17캜,14캜,82 %,NNW,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,7:15 PM,16캜,14캜,88 %,NW,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,7:45 PM,15캜,13캜,88 %,NW,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-19,8:15 PM,13캜,12캜,94 %,VAR,2 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-19,8:45 PM,13캜,12캜,94 %,VAR,2 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-19,9:15 PM,12캜,11캜,94 %,VAR,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-19,9:45 PM,12캜,11캜,94 %,VAR,4 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-19,10:15 PM,12캜,11캜,94 %,VAR,4 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-19,10:45 PM,13캜,12캜,94 %,VAR,6 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-19,11:15 PM,13캜,12캜,94 %,VAR,4 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-19,11:45 PM,12캜,12캜,100 %,VAR,6 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,12:15 AM,11캜,11캜,100 %,NNE,7 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,12:45 AM,10캜,10캜,100 %,SSE,6 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,1:15 AM,10캜,10캜,100 %,VAR,2 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,1:45 AM,10캜,10캜,100 %,VAR,4 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,2:15 AM,10캜,9캜,94 %,VAR,4 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,2:45 AM,10캜,8캜,87 %,VAR,6 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,3:15 AM,10캜,8캜,87 %,VAR,6 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,3:45 AM,9캜,7캜,87 %,VAR,4 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,4:15 AM,9캜,8캜,93 %,VAR,4 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,4:45 AM,9캜,8캜,93 %,E,9 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,5:15 AM,9캜,8캜,93 %,E,9 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,5:45 AM,9캜,8캜,93 %,E,11 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,6:15 AM,9캜,8캜,93 %,E,11 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,6:45 AM,9캜,8캜,93 %,ESE,7 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-20,7:15 AM,9캜,8캜,93 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-20,7:45 AM,10캜,9캜,94 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-20,8:15 AM,12캜,11캜,94 %,SE,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-20,8:45 AM,14캜,11캜,82 %,ESE,9 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-20,9:15 AM,15캜,10캜,72 %,ESE,15 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,9:45 AM,17캜,11캜,68 %,ESE,13 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,10:15 AM,17캜,8캜,55 %,ESE,19 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,10:45 AM,18캜,4캜,40 %,ESE,20 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,11:15 AM,18캜,4캜,40 %,ESE,19 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,11:45 AM,19캜,6캜,43 %,SE,13 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,12:15 PM,19캜,5캜,40 %,SSE,9 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,12:45 PM,20캜,7캜,43 %,SSE,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,1:15 PM,20캜,7캜,43 %,SW,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,1:45 PM,20캜,7캜,43 %,SW,17 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,2:15 PM,19캜,8캜,49 %,WSW,19 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,2:45 PM,19캜,9캜,52 %,WSW,17 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,3:15 PM,19캜,9캜,52 %,WSW,19 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,3:45 PM,19캜,10캜,56 %,W,17 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,4:15 PM,18캜,11캜,64 %,W,17 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,4:45 PM,18캜,10캜,59 %,W,13 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,5:15 PM,18캜,11캜,64 %,W,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,5:45 PM,17캜,12캜,72 %,W,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,6:15 PM,17캜,13캜,77 %,WSW,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,6:45 PM,15캜,13캜,88 %,WSW,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,7:15 PM,14캜,12캜,88 %,SW,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,7:45 PM,13캜,12캜,94 %,WSW,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,8:15 PM,13캜,12캜,94 %,VAR,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,8:45 PM,12캜,12캜,100 %,WSW,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-20,9:15 PM,11캜,11캜,100 %,SW,6 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-03-20,9:45 PM,11캜,11캜,100 %,WSW,4 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-03-20,10:15 PM,11캜,11캜,100 %,VAR,4 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-20,10:45 PM,11캜,11캜,100 %,CALM,0 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-20,11:15 PM,11캜,11캜,100 %,CALM,0 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-20,11:45 PM,11캜,11캜,100 %,SE,6 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,12:15 AM,9캜,9캜,100 %,SE,6 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Fair"
"2024-03-21,12:45 AM,9캜,9캜,100 %,SE,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,1:15 AM,9캜,9캜,100 %,E,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,1:45 AM,9캜,9캜,100 %,E,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,2:15 AM,9캜,9캜,100 %,ESE,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,2:45 AM,9캜,9캜,100 %,ESE,6 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,3:15 AM,9캜,9캜,100 %,E,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,3:45 AM,9캜,9캜,100 %,ESE,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,4:15 AM,8캜,8캜,100 %,VAR,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,4:45 AM,8캜,8캜,100 %,VAR,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-21,5:15 AM,10캜,10캜,100 %,E,7 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,5:45 AM,10캜,10캜,100 %,E,7 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,6:15 AM,9캜,9캜,100 %,E,6 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,6:45 AM,10캜,10캜,100 %,SSW,6 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Mist"
"2024-03-21,7:15 AM,10캜,10캜,100 %,S,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Mist"
"2024-03-21,7:45 AM,10캜,10캜,100 %,ENE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mist"
"2024-03-21,8:15 AM,11캜,11캜,100 %,E,7 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,8:45 AM,12캜,12캜,100 %,N,7 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,9:15 AM,13캜,13캜,100 %,SSE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,9:45 AM,13캜,13캜,100 %,SE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,10:15 AM,15캜,14캜,94 %,SE,7 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,10:45 AM,15캜,13캜,88 %,SE,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,11:15 AM,17캜,14캜,82 %,SW,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,11:45 AM,17캜,14캜,82 %,SSW,13 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,12:15 PM,18캜,14캜,77 %,SW,17 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,12:45 PM,19캜,14캜,73 %,SW,19 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,1:15 PM,19캜,15캜,78 %,WSW,17 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,1:45 PM,18캜,13캜,73 %,WSW,20 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,2:15 PM,17캜,14캜,82 %,WSW,17 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,2:45 PM,18캜,15캜,83 %,W,17 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,3:15 PM,18캜,15캜,83 %,WSW,17 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-03-21,3:45 PM,18캜,14캜,77 %,WSW,19 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-21,4:15 PM,18캜,13캜,73 %,WSW,19 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-21,4:45 PM,18캜,14캜,77 %,WSW,20 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,5:15 PM,17캜,14캜,82 %,WSW,15 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,5:45 PM,16캜,14캜,88 %,W,13 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,6:15 PM,16캜,14캜,88 %,WSW,13 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,6:45 PM,16캜,15캜,94 %,W,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,7:15 PM,15캜,15캜,100 %,WNW,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,7:45 PM,15캜,15캜,100 %,W,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,8:15 PM,15캜,14캜,94 %,W,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,8:45 PM,15캜,14캜,94 %,SW,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,9:15 PM,15캜,14캜,94 %,WSW,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Light Rain"
"2024-03-21,9:45 PM,15캜,14캜,94 %,N,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,10:15 PM,15캜,14캜,94 %,NNW,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,10:45 PM,15캜,14캜,94 %,NNW,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-21,11:15 PM,15캜,15캜,100 %,NE,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-21,11:45 PM,14캜,14캜,100 %,E,9 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-22,12:15 AM,14캜,14캜,100 %,ENE,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Partly Cloudy"
"2024-03-22,12:45 AM,13캜,13캜,100 %,SSE,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-22,1:15 AM,12캜,12캜,100 %,SE,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-22,1:45 AM,12캜,12캜,100 %,ENE,4 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-22,2:15 AM,12캜,12캜,100 %,NNE,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-03-22,2:45 AM,12캜,12캜,100 %,NNE,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,3:15 AM,12캜,12캜,100 %,NE,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,3:45 AM,11캜,11캜,100 %,SE,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Shallow Fog"
"2024-03-22,4:15 AM,10캜,10캜,100 %,E,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,4:45 AM,10캜,10캜,100 %,ESE,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,5:15 AM,10캜,10캜,100 %,E,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,5:45 AM,10캜,10캜,100 %,E,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,6:15 AM,10캜,10캜,100 %,SE,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,6:45 AM,10캜,10캜,100 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,7:15 AM,9캜,9캜,100 %,SE,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,7:45 AM,10캜,10캜,100 %,E,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fog"
"2024-03-22,8:15 AM,11캜,11캜,100 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Mist"
"2024-03-22,8:45 AM,13캜,13캜,100 %,VAR,2 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Mist"
"2024-03-22,9:15 AM,14캜,14캜,100 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,9:45 AM,14캜,14캜,100 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,10:15 AM,16캜,15캜,94 %,VAR,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,10:45 AM,17캜,14캜,82 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,11:15 AM,17캜,14캜,82 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,11:45 AM,18캜,11캜,64 %,VAR,4 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,12:15 PM,20캜,11캜,56 %,WSW,9 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,12:45 PM,20캜,14캜,68 %,WNW,15 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Fair"
"2024-03-22,1:15 PM,20캜,14캜,68 %,WNW,11 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-22,1:45 PM,21캜,12캜,56 %,NW,13 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Fair"
"2024-03-22,2:15 PM,21캜,13캜,60 %,NW,19 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-22,2:45 PM,21캜,13캜,60 %,WNW,19 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-22,3:15 PM,21캜,13캜,60 %,NW,19 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-22,3:45 PM,20캜,12캜,60 %,NNW,20 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,4:15 PM,20캜,12캜,60 %,NNW,20 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,4:45 PM,18캜,12캜,68 %,NW,20 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,5:15 PM,17캜,10캜,63 %,NW,15 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,5:45 PM,17캜,11캜,68 %,NW,13 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,6:15 PM,17캜,12캜,72 %,NW,13 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,6:45 PM,16캜,12캜,77 %,VAR,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,7:15 PM,15캜,12캜,82 %,VAR,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,7:45 PM,14캜,12캜,88 %,VAR,2 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,8:15 PM,16캜,14캜,88 %,SW,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,8:45 PM,13캜,12캜,94 %,SSW,11 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,9:15 PM,12캜,12캜,100 %,SW,11 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,9:45 PM,12캜,12캜,100 %,SW,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,10:15 PM,12캜,12캜,100 %,S,4 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,10:45 PM,13캜,13캜,100 %,WSW,11 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,11:15 PM,13캜,13캜,100 %,SSW,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-22,11:45 PM,12캜,12캜,100 %,VAR,2 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-23,12:15 AM,12캜,12캜,100 %,VAR,4 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-23,12:45 AM,11캜,11캜,100 %,ENE,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-23,1:15 AM,12캜,12캜,100 %,NE,4 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-23,1:45 AM,12캜,12캜,100 %,NE,2 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-23,2:15 AM,9캜,9캜,100 %,S,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
