Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2024-05-05,4:45 AM,11 °C,11 °C,100 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Mostly Cloudy
2024-05-05,5:15 AM,11 °C,11 °C,100 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Mostly Cloudy
2024-05-05,5:45 AM,11 °C,11 °C,100 %,E,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Mostly Cloudy
2024-05-05,6:15 AM,12 °C,12 °C,100 %,ESE,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,6:45 AM,12 °C,12 °C,100 %,SE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,7:15 AM,13 °C,13 °C,100 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,7:45 AM,14 °C,13 °C,94 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,8:15 AM,15 °C,14 °C,94 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,8:45 AM,16 °C,14 °C,88 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,9:15 AM,17 °C,15 °C,88 %,ESE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,9:45 AM,17 °C,14 °C,82 %,SSW,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,10:15 AM,18 °C,14 °C,77 %,W,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,10:45 AM,18 °C,12 °C,68 %,SW,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,11:15 AM,19 °C,12 °C,64 %,WNW,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Partly Cloudy
2024-05-05,11:45 AM,19 °C,12 °C,64 %,W,13 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-05,12:15 PM,19 °C,11 °C,60 %,W,11 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-05,12:45 PM,19 °C,9 °C,52 %,W,13 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-05,1:15 PM,20 °C,10 °C,52 %,W,13 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-05,1:45 PM,20 °C,10 °C,52 %,W,11 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-05,2:15 PM,20 °C,11 °C,56 %,W,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-05,2:45 PM,20 °C,10 °C,52 %,W,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-05,3:15 PM,20 °C,10 °C,52 %,W,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-05,3:45 PM,20 °C,10 °C,52 %,WNW,15 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-05,4:15 PM,20 °C,9 °C,49 %,W,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-05,4:45 PM,20 °C,9 °C,49 %,W,11 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,5:15 PM,20 °C,10 °C,52 %,W,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,5:45 PM,19 °C,9 °C,52 %,W,9 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,6:15 PM,19 °C,9 °C,52 %,W,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,6:45 PM,18 °C,9 °C,56 %,WNW,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,7:15 PM,17 °C,11 °C,68 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,7:45 PM,16 °C,11 °C,72 %,NNW,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,8:15 PM,16 °C,11 °C,72 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,8:45 PM,15 °C,12 °C,82 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,9:15 PM,15 °C,12 °C,82 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,9:45 PM,14 °C,12 °C,88 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,10:15 PM,13 °C,13 °C,100 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,10:45 PM,13 °C,13 °C,100 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-05,11:15 PM,12 °C,12 °C,100 %,SW,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-05,11:45 PM,12 °C,12 °C,100 %,SE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-06,12:15 AM,12 °C,12 °C,100 %,E,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,12:45 AM,12 °C,11 °C,94 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,1:15 AM,12 °C,11 °C,94 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,1:45 AM,12 °C,11 °C,94 %,ESE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,2:15 AM,11 °C,11 °C,100 %,ESE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,2:45 AM,11 °C,11 °C,100 %,ESE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,3:15 AM,11 °C,11 °C,100 %,ESE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,3:45 AM,11 °C,11 °C,100 %,ESE,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,4:15 AM,11 °C,11 °C,100 %,ESE,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,4:45 AM,11 °C,10 °C,94 %,E,9 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,5:15 AM,11 °C,10 °C,94 %,E,7 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,5:45 AM,11 °C,10 °C,94 %,VAR,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,6:15 AM,11 °C,10 °C,94 %,ESE,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,6:45 AM,11 °C,11 °C,100 %,SE,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,7:15 AM,13 °C,12 °C,94 %,ENE,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,7:45 AM,14 °C,12 °C,88 %,ESE,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,8:15 AM,15 °C,11 °C,77 %,E,7 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,8:45 AM,15 °C,10 °C,72 %,ESE,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,9:15 AM,17 °C,12 °C,72 %,ESE,13 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,9:45 AM,17 °C,12 °C,72 %,ESE,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,10:15 AM,18 °C,10 °C,59 %,ESE,17 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,10:45 AM,19 °C,11 °C,60 %,ESE,15 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,11:15 AM,19 °C,11 °C,60 %,ESE,15 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,11:45 AM,20 °C,12 °C,60 %,E,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-06,12:15 PM,22 °C,11 °C,50 %,SSE,24 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Partly Cloudy
2024-05-06,12:45 PM,21 °C,9 °C,46 %,S,20 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,1:15 PM,21 °C,9 °C,46 %,S,20 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,1:45 PM,21 °C,9 °C,46 %,S,19 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,2:15 PM,21 °C,8 °C,43 %,S,22 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,2:45 PM,21 °C,8 °C,43 %,S,19 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,3:15 PM,21 °C,8 °C,43 %,S,17 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,3:45 PM,21 °C,8 °C,43 %,S,17 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,4:15 PM,21 °C,8 °C,43 %,SSE,19 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,4:45 PM,21 °C,9 °C,46 %,SSE,15 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,5:15 PM,20 °C,9 °C,49 %,SSE,11 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,5:45 PM,20 °C,11 °C,56 %,SSE,9 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,6:15 PM,19 °C,13 °C,68 %,SSW,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,6:45 PM,19 °C,13 °C,68 %,WSW,13 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,7:15 PM,17 °C,11 °C,68 %,SSW,11 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,7:45 PM,15 °C,12 °C,82 %,S,11 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,8:15 PM,16 °C,12 °C,77 %,E,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-06,8:45 PM,16 °C,12 °C,77 %,ESE,9 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,9:15 PM,15 °C,12 °C,82 %,E,6 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,9:45 PM,15 °C,12 °C,82 %,SSE,2 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,10:15 PM,15 °C,12 °C,82 %,ESE,11 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-06,10:45 PM,14 °C,13 °C,94 %,ESE,11 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Partly Cloudy
2024-05-06,11:15 PM,13 °C,12 °C,94 %,ESE,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-06,11:45 PM,13 °C,12 °C,94 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-07,12:15 AM,15 °C,14 °C,94 %,S,9 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Light Rain
2024-05-07,12:45 AM,14 °C,14 °C,100 %,E,9 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,1:15 AM,14 °C,13 °C,94 %,ESE,7 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,1:45 AM,14 °C,13 °C,94 %,ESE,9 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Light Rain
2024-05-07,2:15 AM,15 °C,14 °C,94 %,ENE,7 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Light Rain
2024-05-07,2:45 AM,15 °C,14 °C,94 %,E,6 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Light Rain
2024-05-07,3:15 AM,15 °C,14 °C,94 %,E,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Light Rain
2024-05-07,3:45 AM,15 °C,14 °C,94 %,SE,6 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Light Rain
2024-05-07,4:15 AM,15 °C,14 °C,94 %,SE,9 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,4:45 AM,14 °C,14 °C,100 %,ESE,17 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,5:15 AM,14 °C,13 °C,94 %,ESE,11 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain
2024-05-07,5:45 AM,14 °C,13 °C,94 %,NE,4 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,6:15 AM,14 °C,14 °C,100 %,VAR,2 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,6:45 AM,15 °C,14 °C,94 %,S,6 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,7:15 AM,14 °C,13 °C,94 %,VAR,4 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,7:45 AM,14 °C,13 °C,94 %,SSW,6 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain
2024-05-07,8:15 AM,14 °C,13 °C,94 %,VAR,6 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain
2024-05-07,8:45 AM,15 °C,14 °C,94 %,E,6 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain
2024-05-07,9:15 AM,15 °C,14 °C,94 %,VAR,4 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,9:45 AM,15 °C,14 °C,94 %,E,7 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,10:15 AM,15 °C,14 °C,94 %,ESE,15 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain
2024-05-07,10:45 AM,16 °C,14 °C,88 %,E,9 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain
2024-05-07,11:15 AM,16 °C,15 °C,94 %,E,7 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain with Thunder
2024-05-07,11:45 AM,15 °C,15 °C,100 %,NNE,7 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Light Rain with Thunder
2024-05-07,12:15 PM,15 °C,15 °C,100 %,NW,11 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Heavy T-Storm
2024-05-07,12:45 PM,14 °C,14 °C,100 %,VAR,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Rain
2024-05-07,1:15 PM,14 °C,14 °C,100 %,NE,6 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,1:45 PM,16 °C,16 °C,100 %,ESE,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,2:15 PM,16 °C,16 °C,100 %,SE,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Mostly Cloudy
2024-05-07,2:45 PM,17 °C,16 °C,94 %,SE,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,3:15 PM,17 °C,16 °C,94 %,SSE,6 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,3:45 PM,17 °C,16 °C,94 %,SSE,9 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,4:15 PM,17 °C,16 °C,94 %,E,6 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,4:45 PM,17 °C,15 °C,88 %,VAR,4 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,5:15 PM,18 °C,15 °C,83 %,SE,4 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,5:45 PM,18 °C,15 °C,83 %,W,7 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,6:15 PM,17 °C,15 °C,88 %,WSW,13 km/h,0 km/h,"1,011.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,6:45 PM,17 °C,15 °C,88 %,W,11 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-07,7:15 PM,16 °C,15 °C,94 %,WSW,11 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-07,7:45 PM,16 °C,15 °C,94 %,WSW,4 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Partly Cloudy
2024-05-07,8:15 PM,15 °C,15 °C,100 %,W,6 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-07,8:45 PM,15 °C,15 °C,100 %,N,4 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-07,9:15 PM,14 °C,14 °C,100 %,CALM,0 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-07,9:45 PM,13 °C,13 °C,100 %,ESE,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-07,10:15 PM,13 °C,13 °C,100 %,S,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-07,10:45 PM,13 °C,13 °C,100 %,W,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-07,11:15 PM,14 °C,13 °C,94 %,ESE,9 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-07,11:45 PM,15 °C,13 °C,88 %,S,11 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Light Rain
2024-05-08,12:15 AM,12 °C,12 °C,100 %,CALM,0 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,12:45 AM,11 °C,11 °C,100 %,S,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Mist
2024-05-08,1:15 AM,11 °C,11 °C,100 %,S,7 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Mist
2024-05-08,1:45 AM,11 °C,11 °C,100 %,ESE,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,2:15 AM,11 °C,11 °C,100 %,S,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,2:45 AM,11 °C,11 °C,100 %,ESE,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,3:15 AM,11 °C,11 °C,100 %,E,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,3:45 AM,11 °C,11 °C,100 %,E,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Mist
2024-05-08,4:15 AM,11 °C,11 °C,100 %,E,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,4:45 AM,11 °C,11 °C,100 %,NNE,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,5:15 AM,10 °C,10 °C,100 %,E,7 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,5:45 AM,11 °C,11 °C,100 %,SSE,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,6:15 AM,12 °C,12 °C,100 %,ESE,9 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,6:45 AM,13 °C,13 °C,100 %,E,7 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,7:15 AM,13 °C,13 °C,100 %,E,13 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,7:45 AM,14 °C,14 °C,100 %,ESE,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,8:15 AM,15 °C,14 °C,94 %,SE,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,8:45 AM,15 °C,15 °C,100 %,ESE,11 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-08,9:15 AM,17 °C,16 °C,94 %,SE,9 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-08,9:45 AM,17 °C,16 °C,94 %,SE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,10:15 AM,18 °C,17 °C,94 %,SE,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,10:45 AM,19 °C,15 °C,78 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,11:15 AM,19 °C,15 °C,78 %,VAR,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,11:45 AM,19 °C,15 °C,78 %,WNW,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,12:15 PM,20 °C,16 °C,78 %,NW,9 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,12:45 PM,20 °C,15 °C,73 %,NW,11 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-08,1:15 PM,21 °C,15 °C,68 %,NNW,9 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,1:45 PM,21 °C,16 °C,73 %,NW,15 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,2:15 PM,21 °C,16 °C,73 %,NW,17 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,2:45 PM,21 °C,15 °C,68 %,NW,20 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,3:15 PM,21 °C,15 °C,68 %,NW,17 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,3:45 PM,21 °C,15 °C,68 %,NW,19 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-08,4:15 PM,20 °C,14 °C,68 %,NW,22 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-08,4:45 PM,20 °C,14 °C,68 %,NW,22 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-08,5:15 PM,20 °C,13 °C,64 %,NW,20 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-08,5:45 PM,20 °C,13 °C,64 %,NW,20 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-08,6:15 PM,20 °C,12 °C,60 %,NW,20 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,6:45 PM,19 °C,12 °C,64 %,NW,19 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,7:15 PM,18 °C,13 °C,73 %,NW,17 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,7:45 PM,18 °C,13 °C,73 %,NW,13 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,8:15 PM,17 °C,13 °C,77 %,WNW,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,8:45 PM,17 °C,14 °C,82 %,NNW,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,9:15 PM,16 °C,14 °C,88 %,VAR,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-08,9:45 PM,16 °C,15 °C,94 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-08,10:15 PM,15 °C,15 °C,100 %,SSE,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-08,10:45 PM,15 °C,14 °C,94 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-08,11:15 PM,12 °C,12 °C,100 %,S,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fog
2024-05-08,11:45 PM,12 °C,12 °C,100 %,E,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Mist
2024-05-09,12:15 AM,14 °C,14 °C,100 %,VAR,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,12:45 AM,14 °C,14 °C,100 %,NE,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,1:15 AM,14 °C,14 °C,100 %,CALM,0 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,1:45 AM,14 °C,14 °C,100 %,NNW,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,2:15 AM,14 °C,14 °C,100 %,NNW,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,2:45 AM,14 °C,14 °C,100 %,NNW,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,3:15 AM,13 °C,13 °C,100 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,3:45 AM,13 °C,13 °C,100 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,4:15 AM,13 °C,13 °C,100 %,S,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,4:45 AM,13 °C,13 °C,100 %,S,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,5:15 AM,13 °C,13 °C,100 %,S,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,5:45 AM,12 °C,12 °C,100 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,6:15 AM,13 °C,13 °C,100 %,N,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,6:45 AM,14 °C,14 °C,100 %,NNW,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,7:15 AM,14 °C,14 °C,100 %,WNW,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,7:45 AM,16 °C,15 °C,94 %,SSW,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,8:15 AM,17 °C,16 °C,94 %,S,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,8:45 AM,19 °C,15 °C,78 %,S,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,9:15 AM,20 °C,14 °C,68 %,S,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,9:45 AM,20 °C,14 °C,68 %,WNW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,10:15 AM,20 °C,14 °C,68 %,NE,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,10:45 AM,22 °C,13 °C,57 %,S,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,11:15 AM,23 °C,12 °C,50 %,WNW,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Partly Cloudy
2024-05-09,11:45 AM,22 °C,16 °C,69 %,SW,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,12:15 PM,23 °C,16 °C,65 %,W,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
